yourlist:M20180720A7434721E10EE6586998A056CCD0537E9501E8Y	isomap:M20180720A7434721E10EE6586998A056CCD0537E9501E8Y	Entry	Entry name	Status	Protein names	Gene names	Organism	Cross-reference (RefSeq)
YPDSF_2926		A4TPS6	GUAC_YERPP	reviewed	GMP reductase (EC 1.7.1.7) (Guanosine 5'-monophosphate oxidoreductase) (Guanosine monophosphate reductase)	guaC YPDSF_2926	Yersinia pestis (strain Pestoides F)	WP_002209320.1;
YPDSF_2941		A4TPU1	Y2941_YERPP	reviewed	UPF0231 protein YPDSF_2941	YPDSF_2941	Yersinia pestis (strain Pestoides F)	WP_002209334.1;
YPDSF_2943		A4TPU3	SPED_YERPP	reviewed	S-adenosylmethionine decarboxylase proenzyme (AdoMetDC) (SAMDC) (EC 4.1.1.50) [Cleaved into: S-adenosylmethionine decarboxylase beta chain; S-adenosylmethionine decarboxylase alpha chain]	speD YPDSF_2943	Yersinia pestis (strain Pestoides F)	WP_002209337.1;
YPDSF_2944		A4TPU4	SPEE_YERPP	reviewed	Polyamine aminopropyltransferase (Putrescine aminopropyltransferase) (PAPT) (Spermidine synthase) (SPDS) (SPDSY) (EC 2.5.1.16)	speE YPDSF_2944	Yersinia pestis (strain Pestoides F)	WP_002209338.1;
YPDSF_2953		A4TPV3	PAND_YERPP	reviewed	Aspartate 1-decarboxylase (EC 4.1.1.11) (Aspartate alpha-decarboxylase) [Cleaved into: Aspartate 1-decarboxylase beta chain; Aspartate 1-decarboxylase alpha chain]	panD YPDSF_2953	Yersinia pestis (strain Pestoides F)	WP_002209347.1;
YPDSF_2954		A4TPV4	PANC_YERPP	reviewed	Pantothenate synthetase (PS) (EC 6.3.2.1) (Pantoate--beta-alanine ligase) (Pantoate-activating enzyme)	panC YPDSF_2954	Yersinia pestis (strain Pestoides F)	WP_002209348.1;
YPDSF_2955		A4TPV5	PANB_YERPP	reviewed	3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11) (Ketopantoate hydroxymethyltransferase) (KPHMT)	panB YPDSF_2955	Yersinia pestis (strain Pestoides F)	WP_002209349.1;
YPDSF_2960		A4TPW0	SFSA_YERPP	reviewed	Sugar fermentation stimulation protein homolog	sfsA YPDSF_2960	Yersinia pestis (strain Pestoides F)	WP_002228221.1;
YPDSF_2968		A4TPW6	GSA_YERPP	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL YPDSF_2968	Yersinia pestis (strain Pestoides F)	WP_002209362.1;
YPDSF_2969		A4TPW7	CLCA_YERPP	reviewed	H(+)/Cl(-) exchange transporter ClcA	clcA eriC YPDSF_2969	Yersinia pestis (strain Pestoides F)	WP_002209364.1;
YPDSF_2970		A4TPW8	ERPA_YERPP	reviewed	Iron-sulfur cluster insertion protein ErpA	erpA YPDSF_2970	Yersinia pestis (strain Pestoides F)	WP_002209365.1;
YPDSF_2973		A4TPX1	BTUF_YERPP	reviewed	Vitamin B12-binding protein	btuF YPDSF_2973	Yersinia pestis (strain Pestoides F)	WP_002222100.1;
YPDSF_2974		A4TPX2	MTNN_YERPP	reviewed	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase (MTA/SAH nucleosidase) (MTAN) (EC 3.2.2.9) (5'-methylthioadenosine nucleosidase) (MTA nucleosidase) (S-adenosylhomocysteine nucleosidase) (AdoHcy nucleosidase) (SAH nucleosidase) (SRH nucleosidase)	mtnN YPDSF_2974	Yersinia pestis (strain Pestoides F)	WP_002209368.1;
YPDSF_2975		A4TPX3	DGTP_YERPP	reviewed	Deoxyguanosinetriphosphate triphosphohydrolase (dGTP triphosphohydrolase) (dGTPase) (EC 3.1.5.1)	dgt YPDSF_2975	Yersinia pestis (strain Pestoides F)	WP_002209369.1;
YPDSF_2982		A4TPY0	PYRG_YERPP	reviewed	CTP synthase (EC 6.3.4.2) (Cytidine 5'-triphosphate synthase) (Cytidine triphosphate synthetase) (CTP synthetase) (CTPS) (UTP--ammonia ligase)	pyrG YPDSF_2982	Yersinia pestis (strain Pestoides F)	WP_002209376.1;
YPDSF_2983		A4TPY1	ENO_YERPP	reviewed	Enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase)	eno YPDSF_2983	Yersinia pestis (strain Pestoides F)	WP_002209377.1;
YPDSF_2988		A4TPY6	CYSI_YERPP	reviewed	Sulfite reductase [NADPH] hemoprotein beta-component (SiR-HP) (SiRHP) (EC 1.8.1.2)	cysI YPDSF_2988	Yersinia pestis (strain Pestoides F)	WP_002209382.1;
YPDSF_2998		A4TPZ6	FTSB_YERPP	reviewed	Cell division protein FtsB	ftsB YPDSF_2998	Yersinia pestis (strain Pestoides F)	WP_002209390.1;
YPDSF_2999		A4TPZ7	ISPD_YERPP	reviewed	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60) (4-diphosphocytidyl-2C-methyl-D-erythritol synthase) (MEP cytidylyltransferase) (MCT)	ispD YPDSF_2999	Yersinia pestis (strain Pestoides F)	WP_002209391.1;
YPDSF_3000		A4TPZ8	ISPF_YERPP	reviewed	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (MECDP-synthase) (MECPP-synthase) (MECPS) (EC 4.6.1.12)	ispF YPDSF_3000	Yersinia pestis (strain Pestoides F)	WP_002209392.1;
YPDSF_3001		A4TPZ9	TRUD_YERPP	reviewed	tRNA pseudouridine synthase D (EC 5.4.99.27) (tRNA pseudouridine(13) synthase) (tRNA pseudouridylate synthase D) (tRNA-uridine isomerase D)	truD YPDSF_3001	Yersinia pestis (strain Pestoides F)	WP_002209393.1;
YPDSF_3002		A4TQ00	SURE_YERPP	reviewed	5'/3'-nucleotidase SurE (EC 3.1.3.5) (EC 3.1.3.6) (Exopolyphosphatase) (EC 3.6.1.11) (Nucleoside monophosphate phosphohydrolase)	surE YPDSF_3002	Yersinia pestis (strain Pestoides F)	WP_002209394.1;
YPDSF_3003		A4TQ01	PIMT_YERPP	reviewed	Protein-L-isoaspartate O-methyltransferase (EC 2.1.1.77) (L-isoaspartyl protein carboxyl methyltransferase) (Protein L-isoaspartyl methyltransferase) (Protein-beta-aspartate methyltransferase) (PIMT)	pcm YPDSF_3003	Yersinia pestis (strain Pestoides F)	WP_002209395.1;
YPDSF_3006		A4TQ04	MUTS_YERPP	reviewed	DNA mismatch repair protein MutS	mutS YPDSF_3006	Yersinia pestis (strain Pestoides F)	WP_002209399.1;
YPDSF_3041		A4TQ37	KATG_YERPP	reviewed	Catalase-peroxidase (CP) (EC 1.11.1.21) (Peroxidase/catalase)	katG YPDSF_3041	Yersinia pestis (strain Pestoides F)	WP_002209433.1;
YPDSF_3054		A4TQ50	RECA_YERPP	reviewed	Protein RecA (Recombinase A)	recA YPDSF_3054	Yersinia pestis (strain Pestoides F)	WP_011906404.1;
YPDSF_3056		A4TQ52	SYA_YERPP	reviewed	Alanine--tRNA ligase (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS)	alaS YPDSF_3056	Yersinia pestis (strain Pestoides F)	WP_002209448.1;
YPDSF_3057		A4TQ53	CSRA_YERPP	reviewed	Translational regulator CsrA (Carbon storage regulator)	csrA YPDSF_3057	Yersinia pestis (strain Pestoides F)	WP_002209449.1;
YPDSF_3061		A4TQ57	LUXS_YERPP	reviewed	S-ribosylhomocysteine lyase (EC 4.4.1.21) (AI-2 synthesis protein) (Autoinducer-2 production protein LuxS)	luxS YPDSF_3061	Yersinia pestis (strain Pestoides F)	WP_002209453.1;
YPDSF_3066		A4TQ62	RS16_YERPP	reviewed	30S ribosomal protein S16	rpsP YPDSF_3066	Yersinia pestis (strain Pestoides F)	WP_002209458.1;
YPDSF_3067		A4TQ63	RIMM_YERPP	reviewed	Ribosome maturation factor RimM	rimM YPDSF_3067	Yersinia pestis (strain Pestoides F)	WP_011906406.1;
YPDSF_3069		A4TQ65	RL19_YERPP	reviewed	50S ribosomal protein L19	rplS YPDSF_3069	Yersinia pestis (strain Pestoides F)	WP_002209461.1;
YPDSF_3078		A4TQ74	SECA_YERPP	reviewed	Protein translocase subunit SecA	secA YPDSF_3078	Yersinia pestis (strain Pestoides F)	WP_002210426.1;
YPDSF_3085		A4TQ81	DDL_YERPP	reviewed	D-alanine--D-alanine ligase (EC 6.3.2.4) (D-Ala-D-Ala ligase) (D-alanylalanine synthetase)	ddl YPDSF_3085	Yersinia pestis (strain Pestoides F)	WP_002210432.1;
YPDSF_3086		A4TQ82	MURC_YERPP	reviewed	UDP-N-acetylmuramate--L-alanine ligase (EC 6.3.2.8) (UDP-N-acetylmuramoyl-L-alanine synthetase)	murC YPDSF_3086	Yersinia pestis (strain Pestoides F)	WP_002216457.1;
YPDSF_3087		A4TQ83	MURG_YERPP	reviewed	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227) (Undecaprenyl-PP-MurNAc-pentapeptide-UDPGlcNAc GlcNAc transferase)	murG YPDSF_3087	Yersinia pestis (strain Pestoides F)	WP_011906408.1;
YPDSF_3090		A4TQ86	MRAY_YERPP	reviewed	Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13) (UDP-MurNAc-pentapeptide phosphotransferase)	mraY YPDSF_3090	Yersinia pestis (strain Pestoides F)	WP_002210437.1;
YPDSF_3095		A4TQ91	RSMH_YERPP	reviewed	Ribosomal RNA small subunit methyltransferase H (EC 2.1.1.199) (16S rRNA m(4)C1402 methyltransferase) (rRNA (cytosine-N(4)-)-methyltransferase RsmH)	rsmH mraW YPDSF_3095	Yersinia pestis (strain Pestoides F)	WP_011906410.1;
YPDSF_3096		A4TQ92	MRAZ_YERPP	reviewed	Transcriptional regulator MraZ	mraZ YPDSF_3096	Yersinia pestis (strain Pestoides F)	WP_002210443.1;
YPDSF_3106		A4TQA2	LEU1_YERPP	reviewed	2-isopropylmalate synthase (EC 2.3.3.13) (Alpha-IPM synthase) (Alpha-isopropylmalate synthase)	leuA YPDSF_3106	Yersinia pestis (strain Pestoides F)	WP_002210453.1;
YPDSF_3108		A4TQA4	LEUC_YERPP	reviewed	3-isopropylmalate dehydratase large subunit (EC 4.2.1.33) (Alpha-IPM isomerase) (IPMI) (Isopropylmalate isomerase)	leuC YPDSF_3108	Yersinia pestis (strain Pestoides F)	WP_002210455.1;
YPDSF_3109		A4TQA5	LEUD_YERPP	reviewed	3-isopropylmalate dehydratase small subunit (EC 4.2.1.33) (Alpha-IPM isomerase) (IPMI) (Isopropylmalate isomerase)	leuD YPDSF_3109	Yersinia pestis (strain Pestoides F)	WP_002210456.1;
YPDSF_3117		A4TQB3	RAPA_YERPP	reviewed	RNA polymerase-associated protein RapA (EC 3.6.4.-) (ATP-dependent helicase HepA)	rapA YPDSF_3117	Yersinia pestis (strain Pestoides F)	WP_002220588.1;
YPDSF_3142		A4TQD8	RSMA_YERPP	reviewed	Ribosomal RNA small subunit methyltransferase A (EC 2.1.1.182) (16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase) (16S rRNA dimethyladenosine transferase) (16S rRNA dimethylase) (S-adenosylmethionine-6-N', N'-adenosyl(rRNA) dimethyltransferase)	rsmA ksgA YPDSF_3142	Yersinia pestis (strain Pestoides F)	WP_002210490.1;
YPDSF_3144		A4TQE0	APAH_YERPP	reviewed	Bis(5'-nucleosyl)-tetraphosphatase, symmetrical (EC 3.6.1.41) (Ap4A hydrolase) (Diadenosine 5',5'''-P1,P4-tetraphosphate pyrophosphohydrolase) (Diadenosine tetraphosphatase)	apaH YPDSF_3144	Yersinia pestis (strain Pestoides F)	WP_002210492.1;
YPDSF_3153		A4TQE9	DAPB_YERPP	reviewed	4-hydroxy-tetrahydrodipicolinate reductase (HTPA reductase) (EC 1.17.1.8)	dapB YPDSF_3153	Yersinia pestis (strain Pestoides F)	WP_002210504.1;
YPDSF_3154		A4TQF0	ISPH_YERPP	reviewed	4-hydroxy-3-methylbut-2-enyl diphosphate reductase (HMBPP reductase) (EC 1.17.7.4)	ispH YPDSF_3154	Yersinia pestis (strain Pestoides F)	WP_002210506.1;
YPDSF_3157		A4TQF3	SYI_YERPP	reviewed	Isoleucine--tRNA ligase (EC 6.1.1.5) (Isoleucyl-tRNA synthetase) (IleRS)	ileS YPDSF_3157	Yersinia pestis (strain Pestoides F)	WP_002210509.1;
YPDSF_3159		A4TQF5	RS20_YERPP	reviewed	30S ribosomal protein S20	rpsT YPDSF_3159	Yersinia pestis (strain Pestoides F)	WP_002220715.1;
YPDSF_3161		A4TQF7	NHAA_YERPP	reviewed	Na(+)/H(+) antiporter NhaA (Sodium/proton antiporter NhaA)	nhaA YPDSF_3161	Yersinia pestis (strain Pestoides F)	WP_002220711.1;
YPDSF_3162		A4TQF8	DNAJ_YERPP	reviewed	Chaperone protein DnaJ	dnaJ YPDSF_3162	Yersinia pestis (strain Pestoides F)	WP_002209249.1;
YPDSF_3163		A4TQF9	DNAK_YERPP	reviewed	Chaperone protein DnaK (HSP70) (Heat shock 70 kDa protein) (Heat shock protein 70)	dnaK YPDSF_3163	Yersinia pestis (strain Pestoides F)	WP_002209248.1;
YPDSF_3173		A4TQG9	KHSE_YERPP	reviewed	Homoserine kinase (HK) (HSK) (EC 2.7.1.39)	thrB YPDSF_3173	Yersinia pestis (strain Pestoides F)	WP_002209238.1;
YPDSF_3179		A4TQH5	GPMB_YERPP	reviewed	Probable phosphoglycerate mutase GpmB (EC 5.4.2.-) (PGAM) (Phosphoglyceromutase)	gpmB YPDSF_3179	Yersinia pestis (strain Pestoides F)	WP_002209230.1;
YPDSF_3180		A4TQH6	NCPP_YERPP	reviewed	Non-canonical purine NTP phosphatase (EC 3.6.1.-) (Non-standard purine NTP phosphatase) (Nucleoside-triphosphate phosphatase) (NTPase)	YPDSF_3180	Yersinia pestis (strain Pestoides F)	WP_002209229.1;
YPDSF_3194		A4TQJ0	DEOD_YERPP	reviewed	Purine nucleoside phosphorylase DeoD-type (PNP) (EC 2.4.2.1)	deoD YPDSF_3194	Yersinia pestis (strain Pestoides F)	WP_002209217.1;
YPDSF_3195		A4TQJ1	DEOB_YERPP	reviewed	Phosphopentomutase (EC 5.4.2.7) (Phosphodeoxyribomutase)	deoB YPDSF_3195	Yersinia pestis (strain Pestoides F)	WP_002209216.1;
YPDSF_3203		A4TQJ9	RF3_YERPP	reviewed	Peptide chain release factor 3 (RF-3)	prfC YPDSF_3203	Yersinia pestis (strain Pestoides F)	WP_002209209.1;
YPDSF_3205		A4TQK1	RSMC_YERPP	reviewed	Ribosomal RNA small subunit methyltransferase C (EC 2.1.1.172) (16S rRNA m2G1207 methyltransferase) (rRNA (guanine-N(2)-)-methyltransferase RsmC)	rsmC YPDSF_3205	Yersinia pestis (strain Pestoides F)	WP_002209206.1;
YPDSF_3216		A4TQL2	LSRK_YERPP	reviewed	Autoinducer-2 kinase (AI-2 kinase) (EC 2.7.1.189)	lsrK YPDSF_3216	Yersinia pestis (strain Pestoides F)	WP_002230543.1;
YPDSF_3219		A4TQL5	LSRA_YERPP	reviewed	Autoinducer 2 import ATP-binding protein LsrA (AI-2 import ATP-binding protein LsrA) (EC 3.6.3.-)	lsrA YPDSF_3219	Yersinia pestis (strain Pestoides F)	WP_002209192.1;
YPDSF_3222		A4TQL8	LSRB_YERPP	reviewed	Autoinducer 2-binding protein LsrB (AI-2-binding protein LsrB)	lsrB YPDSF_3222	Yersinia pestis (strain Pestoides F)	WP_002209189.1;
YPDSF_3223		A4TQL9	LSRF_YERPP	reviewed	3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase (EC 2.3.1.245)	lsrF YPDSF_3223	Yersinia pestis (strain Pestoides F)	WP_002209188.1;
YPDSF_3224		A4TQM0	LSRG_YERPP	reviewed	(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase (EC 5.3.1.32) (Autoinducer 2-degrading protein LsrG) (AI-2-degrading protein LsrG) (Phospho-(S)-4,5-dihydroxy-2,3-pentanedione isomerase) (Phospho-AI-2 isomerase)	lsrG YPDSF_3224	Yersinia pestis (strain Pestoides F)	WP_002209186.1;
YPDSF_3251		A4TQP6	AMPA_YERPP	reviewed	Probable cytosol aminopeptidase (EC 3.4.11.1) (Leucine aminopeptidase) (LAP) (EC 3.4.11.10) (Leucyl aminopeptidase)	pepA YPDSF_3251	Yersinia pestis (strain Pestoides F)	WP_002209310.1;
YPDSF_3256		A4TQQ1	OTC_YERPP	reviewed	Ornithine carbamoyltransferase (OTCase) (EC 2.1.3.3)	argI YPDSF_3256	Yersinia pestis (strain Pestoides F)	WP_002209302.1;
YPDSF_3277		A4TQS2	Y3277_YERPP	reviewed	UPF0306 protein YPDSF_3277	YPDSF_3277	Yersinia pestis (strain Pestoides F)	WP_002209282.1;
YPDSF_3299		A4TQU4	PNP_YERPP	reviewed	Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8) (Polynucleotide phosphorylase) (PNPase)	pnp YPDSF_3299	Yersinia pestis (strain Pestoides F)	WP_002209259.1;
YPDSF_3304		A4TQU9	GLGA_YERPP	reviewed	Glycogen synthase (EC 2.4.1.21) (Starch [bacterial glycogen] synthase)	glgA YPDSF_3304	Yersinia pestis (strain Pestoides F)	WP_002209498.1;
YPDSF_3305		A4TQV0	GLGC_YERPP	reviewed	Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27) (ADP-glucose pyrophosphorylase) (ADPGlc PPase) (ADP-glucose synthase)	glgC YPDSF_3305	Yersinia pestis (strain Pestoides F)	WP_002214589.1;
YPDSF_3306		A4TQV1	GLGX_YERPP	reviewed	Glycogen debranching enzyme (EC 3.2.1.196) (Limit dextrin alpha-1,6-maltotetraose-hydrolase)	glgX YPDSF_3306	Yersinia pestis (strain Pestoides F)	WP_002209499.1;
YPDSF_3307		A4TQV2	GLGB_YERPP	reviewed	1,4-alpha-glucan branching enzyme GlgB (EC 2.4.1.18) (1,4-alpha-D-glucan:1,4-alpha-D-glucan 6-glucosyl-transferase) (Alpha-(1->4)-glucan branching enzyme) (Glycogen branching enzyme) (BE)	glgB YPDSF_3307	Yersinia pestis (strain Pestoides F)	WP_002209500.1;
YPDSF_3338		A4TQY1	RSMJ_YERPP	reviewed	Ribosomal RNA small subunit methyltransferase J (EC 2.1.1.242) (16S rRNA m2G1516 methyltransferase) (rRNA (guanine-N(2)-)-methyltransferase)	rsmJ YPDSF_3338	Yersinia pestis (strain Pestoides F)	WP_002215483.1;
YPDSF_3379		A4TR20	COAA_YERPP	reviewed	Pantothenate kinase (EC 2.7.1.33) (Pantothenic acid kinase)	coaA YPDSF_3379	Yersinia pestis (strain Pestoides F)	WP_002212290.1;
YPDSF_3385		A4TR26	PEPQ_YERPP	reviewed	Xaa-Pro dipeptidase (X-Pro dipeptidase) (EC 3.4.13.9) (Imidodipeptidase) (Proline dipeptidase) (Prolidase)	pepQ YPDSF_3385	Yersinia pestis (strain Pestoides F)	WP_002211547.1;
YPDSF_3386		A4TR27	FADB_YERPP	reviewed	Fatty acid oxidation complex subunit alpha [Includes: Enoyl-CoA hydratase/Delta(3)-cis-Delta(2)-trans-enoyl-CoA isomerase/3-hydroxybutyryl-CoA epimerase (EC 4.2.1.17) (EC 5.1.2.3) (EC 5.3.3.8); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)]	fadB YPDSF_3386	Yersinia pestis (strain Pestoides F)	WP_002211546.1;
YPDSF_3387		A4TR28	FADA_YERPP	reviewed	3-ketoacyl-CoA thiolase (EC 2.3.1.16) (Acetyl-CoA acyltransferase) (Beta-ketothiolase) (Fatty acid oxidation complex subunit beta)	fadA YPDSF_3387	Yersinia pestis (strain Pestoides F)	WP_002211545.1;
YPDSF_3394		A4TR35	TATB_YERPP	reviewed	Sec-independent protein translocase protein TatB	tatB YPDSF_3394	Yersinia pestis (strain Pestoides F)	WP_002211537.1;
YPDSF_3396		A4TR37	UBIB_YERPP	reviewed	Probable protein kinase UbiB (EC 2.7.-.-) (Ubiquinone biosynthesis protein UbiB)	ubiB YPDSF_3396	Yersinia pestis (strain Pestoides F)	WP_002211535.1;
YPDSF_3398		A4TR39	UBIE_YERPP	reviewed	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE (EC 2.1.1.163) (EC 2.1.1.201) (2-methoxy-6-polyprenyl-1,4-benzoquinol methylase) (Demethylmenaquinone methyltransferase)	ubiE YPDSF_3398	Yersinia pestis (strain Pestoides F)	WP_002224024.1;
YPDSF_3405		A4TR46	METE_YERPP	reviewed	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14) (Cobalamin-independent methionine synthase) (Methionine synthase, vitamin-B12 independent isozyme)	metE YPDSF_3405	Yersinia pestis (strain Pestoides F)	WP_011906444.1;
YPDSF_3462		A4TRA3	DAPF_YERPP	reviewed	Diaminopimelate epimerase (DAP epimerase) (EC 5.1.1.7) (PLP-independent amino acid racemase)	dapF YPDSF_3462	Yersinia pestis (strain Pestoides F)	WP_002211471.1;
YPDSF_3464		A4TRA5	CYAY_YERPP	reviewed	Iron-sulfur cluster assembly protein CyaY	cyaY YPDSF_3464	Yersinia pestis (strain Pestoides F)	WP_002211469.1;
YPDSF_3467		A4TRA8	HEM3_YERPP	reviewed	Porphobilinogen deaminase (PBG) (EC 2.5.1.61) (Hydroxymethylbilane synthase) (HMBS) (Pre-uroporphyrinogen synthase)	hemC YPDSF_3467	Yersinia pestis (strain Pestoides F)	WP_002211465.1;
YPDSF_3473		A4TRB4	WECG_YERPP	reviewed	UDP-N-acetyl-D-mannosaminuronic acid transferase (UDP-ManNAcA transferase) (EC 2.4.1.180)	wecG rffM YPDSF_3473	Yersinia pestis (strain Pestoides F)	WP_002211977.1;
YPDSF_3475		A4TRB6	WECF_YERPP	reviewed	TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase (EC 2.4.1.325) (4-alpha-L-fucosyltransferase) (TDP-Fuc4NAc:lipid II Fuc4NAc transferase) (Fuc4NAc transferase)	wecF rffT YPDSF_3475	Yersinia pestis (strain Pestoides F)	WP_011906447.1;
YPDSF_3487		A4TRC8	RHLB_YERPP	reviewed	ATP-dependent RNA helicase RhlB (EC 3.6.4.13)	rhlB YPDSF_3487	Yersinia pestis (strain Pestoides F)	WP_002228177.1;
YPDSF_3488		A4TRC9	GPPA_YERPP	reviewed	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase (EC 3.6.1.40) (Guanosine pentaphosphate phosphohydrolase) (pppGpp-5'-phosphohydrolase)	gppA YPDSF_3488	Yersinia pestis (strain Pestoides F)	
YPDSF_3501		A4TRD9	ILVC_YERPP	reviewed	Ketol-acid reductoisomerase (NADP(+)) (KARI) (EC 1.1.1.86) (Acetohydroxy-acid isomeroreductase) (AHIR) (Alpha-keto-beta-hydroxylacyl reductoisomerase) (Ketol-acid reductoisomerase type 2) (Ketol-acid reductoisomerase type II)	ilvC YPDSF_3501	Yersinia pestis (strain Pestoides F)	WP_002212007.1;
YPDSF_3510		A4TRE8	ILVD_YERPP	reviewed	Dihydroxy-acid dehydratase (DAD) (EC 4.2.1.9)	ilvD YPDSF_3510	Yersinia pestis (strain Pestoides F)	WP_002212014.1;
YPDSF_3522		A4TRG0	BTUB_YERPP	reviewed	Vitamin B12 transporter BtuB (Cobalamin receptor) (Outer membrane cobalamin translocator)	btuB YPDSF_3522	Yersinia pestis (strain Pestoides F)	
YPDSF_3523		A4TRG1	TRMA_YERPP	reviewed	tRNA/tmRNA (uracil-C(5))-methyltransferase (EC 2.1.1.-) (EC 2.1.1.35) (tRNA (uracil(54)-C(5))-methyltransferase) (tRNA(m5U54)-methyltransferase) (RUMT) (tmRNA (uracil(341)-C(5))-methyltransferase)	trmA YPDSF_3523	Yersinia pestis (strain Pestoides F)	WP_002209474.1;
YPDSF_3525		A4TRG3	FABR_YERPP	reviewed	HTH-type transcriptional repressor FabR	fabR YPDSF_3525	Yersinia pestis (strain Pestoides F)	
YPDSF_3526		A4TRG4	STHA_YERPP	reviewed	Soluble pyridine nucleotide transhydrogenase (STH) (EC 1.6.1.1) (NAD(P)(+) transhydrogenase [B-specific])	sthA udhA YPDSF_3526	Yersinia pestis (strain Pestoides F)	WP_002209477.1;
YPDSF_3535		A4TRH3	ARLY_YERPP	reviewed	Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase)	argH YPDSF_3535	Yersinia pestis (strain Pestoides F)	WP_002209487.1;
YPDSF_3536		A4TRH4	ARGB_YERPP	reviewed	Acetylglutamate kinase (EC 2.7.2.8) (N-acetyl-L-glutamate 5-phosphotransferase) (NAG kinase) (NAGK)	argB YPDSF_3536	Yersinia pestis (strain Pestoides F)	
YPDSF_3539		A4TRH7	CAPP_YERPP	reviewed	Phosphoenolpyruvate carboxylase (PEPC) (PEPCase) (EC 4.1.1.31)	ppc YPDSF_3539	Yersinia pestis (strain Pestoides F)	WP_002209491.1;
YPDSF_3542		A4TRI0	RS15_YERPP	reviewed	30S ribosomal protein S15	rpsO YPDSF_3542	Yersinia pestis (strain Pestoides F)	WP_002209257.1;
YPDSF_3543		A4TRI1	TRUB_YERPP	reviewed	tRNA pseudouridine synthase B (EC 5.4.99.25) (tRNA pseudouridine(55) synthase) (Psi55 synthase) (tRNA pseudouridylate synthase) (tRNA-uridine isomerase)	truB YPDSF_3543	Yersinia pestis (strain Pestoides F)	WP_002209256.1;
YPDSF_3544		A4TRI2	RBFA_YERPP	reviewed	Ribosome-binding factor A	rbfA YPDSF_3544	Yersinia pestis (strain Pestoides F)	WP_002209255.1;
YPDSF_3545		A4TRI3	IF2_YERPP	reviewed	Translation initiation factor IF-2	infB YPDSF_3545	Yersinia pestis (strain Pestoides F)	WP_002223151.1;
YPDSF_3547		A4TRI5	RIMP_YERPP	reviewed	Ribosome maturation factor RimP	rimP YPDSF_3547	Yersinia pestis (strain Pestoides F)	WP_002222054.1;
YPDSF_3549		A4TRI7	GLMM_YERPP	reviewed	Phosphoglucosamine mutase (EC 5.4.2.10)	glmM YPDSF_3549	Yersinia pestis (strain Pestoides F)	WP_002210189.1;
YPDSF_3552		A4TRJ0	RLME_YERPP	reviewed	Ribosomal RNA large subunit methyltransferase E (EC 2.1.1.166) (23S rRNA Um2552 methyltransferase) (rRNA (uridine-2'-O-)-methyltransferase)	rlmE ftsJ rrmJ YPDSF_3552	Yersinia pestis (strain Pestoides F)	WP_002228196.1;
YPDSF_3558		A4TRJ6	OBG_YERPP	reviewed	GTPase Obg (EC 3.6.5.-) (GTP-binding protein Obg)	obg YPDSF_3558	Yersinia pestis (strain Pestoides F)	WP_002210181.1;
YPDSF_3560		A4TRJ8	RL27_YERPP	reviewed	50S ribosomal protein L27	rpmA YPDSF_3560	Yersinia pestis (strain Pestoides F)	WP_002210179.1;
YPDSF_3561		A4TRJ9	RL21_YERPP	reviewed	50S ribosomal protein L21	rplU YPDSF_3561	Yersinia pestis (strain Pestoides F)	WP_002210178.1;
YPDSF_3565		A4TRK3	MDH_YERPP	reviewed	Malate dehydrogenase (EC 1.1.1.37)	mdh YPDSF_3565	Yersinia pestis (strain Pestoides F)	WP_002210174.1;
YPDSF_3566		A4TRK4	ARGR_YERPP	reviewed	Arginine repressor	argR YPDSF_3566	Yersinia pestis (strain Pestoides F)	WP_002210173.1;
YPDSF_3569		A4TRK7	F16PA_YERPP	reviewed	Fructose-1,6-bisphosphatase class 1 (FBPase class 1) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase class 1)	fbp YPDSF_3569	Yersinia pestis (strain Pestoides F)	WP_011191626.1;
