Protein_ref	Protein_id
y3543	NP_670840.1
y3544	NP_670841.1
y3545	NP_670842.1
y3546	NP_670843.1
y3547	NP_670844.1
y3548	NP_670845.1
y3549	NP_670846.1
y3550	NP_670847.1
y3551	NP_670848.1
y3552	NP_670849.1
y3553	NP_670850.1
y3554	NP_670851.1
y3555	NP_670852.1
y3556	NP_670853.1
y3557	NP_670854.1
y3558	NP_670855.1
y3559	NP_670856.1
y3560	NP_670857.1
y3562	NP_670858.1
y3561	NP_670859.1
y3563	NP_670860.1
y3564	NP_670861.1
y3565	NP_670862.1
y3566	NP_670863.1
y3567	NP_670864.1
y3568	NP_670865.1
y3569	NP_670866.1
y3570	NP_670867.1
y3571	NP_670868.1
y3572	NP_670869.1
y3573	NP_670870.1
y3574	NP_670871.1
y3575	NP_670872.1
y3576	NP_670873.1
y3577	NP_670874.1
y3578	NP_670875.1
y3579	NP_670876.1
y3580	NP_670877.1
y3581	NP_670878.1
y3583	NP_670879.1
y3582	NP_670880.1
y3584	NP_670881.1
y3585	NP_670882.1
y3586	NP_670883.1
y3587	NP_670884.1
y3588	NP_670885.1
y3589	NP_670886.1
y3590	NP_670887.1
y3591	NP_670888.1
y3592	NP_670889.1
y3594	NP_670890.1
y3593	NP_670891.1
y3595	NP_670892.1
y3596	NP_670893.1
y3597	NP_670894.1
y3598	NP_670895.1
y3599	NP_670896.1
y3600	NP_670897.2
y3601	NP_670898.1
y3602	NP_670899.2
y3603	NP_670900.1
y3604	NP_670901.1
y3605	NP_670902.1
y3606	NP_670903.1
y3607	NP_670904.1
y3608	NP_670905.1
y3609	NP_670906.1
y3610	NP_670907.1
y3611	NP_670908.1
y3612	NP_670909.1
y3613	NP_670910.1
y3614	NP_670911.1
y3615	NP_670912.1
y3616	NP_670913.1
y3617	NP_670914.1
y3618	NP_670915.1
y3619	NP_670916.1
y3620	NP_670917.2
y3621	NP_670918.1
y3622	NP_670919.1
y3623	NP_670920.1
y3624	NP_670921.1
y3625	NP_670922.1
y3626	NP_670923.1
y3627	NP_670924.1
y3628	NP_670925.1
y3629	NP_670926.1
y3630	NP_670927.1
y3631	NP_670928.1
y3632	NP_670929.1
y3633	NP_670930.1
y3634	NP_670931.1
y3635	NP_670932.1
y3636	NP_670933.1
y3637	NP_670934.1
y3638	NP_670935.1
y3639	NP_670936.1
y3640	NP_670937.2
y3641	NP_670938.1
y3642	NP_670939.2
y3643	NP_670940.1
y3644	NP_670941.1
y3645	NP_670942.1
y3646	NP_670943.2
y3647	NP_670944.1
y3648	NP_670945.1
y3649	NP_670946.1
y3650	NP_670947.1
y3651	NP_670948.2
y3652	NP_670949.1
y3653	NP_670950.2
y3654	NP_670951.1
y3655	NP_670952.1
y3656	NP_670953.1
y3657	NP_670954.1
y3658	NP_670955.1
y3659	NP_670956.1
y3660	NP_670957.1
y3661	NP_670958.1
y3662	NP_670959.1
y3663	NP_670960.1
y3664	NP_670961.1
y3665	NP_670962.1
y3668	NP_670963.1
y3666	NP_670964.1
y3667	NP_670965.1
y3669	NP_670966.1
y3670	NP_670967.1
y3671	NP_670968.1
y3672	NP_670969.1
y3673	NP_670970.1
y3674	NP_670971.1
y3675	NP_670972.1
y3676	NP_670973.1
y3677	NP_670974.1
y3678	NP_670975.1
y3679	NP_670976.1
y3680	NP_670977.2
y3681	NP_670978.1
y3682	NP_670979.1
y3683	NP_670980.1
y3684	NP_670981.1
y3685	NP_670982.1
y3686	NP_670983.1
y3687	NP_670984.1
y3688	NP_670985.1
y3689	NP_670986.2
y3690	NP_670987.1
y3691	NP_670988.1
y3692	NP_670989.1
y3693	NP_670990.1
y3694	NP_670991.1
y3695	NP_670992.1
y3696	NP_670993.1
y3697	NP_670994.2
y3698	NP_670995.1
y3699	NP_670996.1
y3700	NP_670997.1
y3701	NP_670998.1
y3702	NP_670999.1
y3703	NP_671000.1
y3704	NP_671001.1
y3705	NP_671002.1
y3706	NP_671003.1
y3707	NP_671004.1
y3708	NP_671005.1
y3709	NP_671006.1
y3710	NP_671007.1
y3711	NP_671008.1
y3712	NP_671009.2
y3713	NP_671010.1
y3714	NP_671011.1
y3715	NP_671012.1
y3716	NP_671013.2
y3718	NP_671014.2
y3717	NP_671015.1
y3719	NP_671016.1
y3720	NP_671017.1
y3721	NP_671018.1
y3722	NP_671019.1
y3723	NP_671020.1
y3724	NP_671021.1
y3725	NP_671022.1
y3726	NP_671023.1
y3727	NP_671024.2
y3728	NP_671025.1
y3729	NP_671026.1
y3730	NP_671027.1
y3731	NP_671028.1
y3732	NP_671029.2
y3733	NP_671030.1
y3735	NP_671031.1
y3737	NP_671032.1
y3738	NP_671033.1
y3739	NP_671034.1
y3740	NP_671035.1
y3741	NP_671036.1
y3743	NP_671037.1
y3744	NP_671038.1
y3745	NP_671039.1
y3746	NP_671040.1
y3747	NP_671041.1
y3748	NP_671042.1
y3749	NP_671043.1
y3751	NP_671044.2
y3750	NP_671045.1
y3752	NP_671046.1
y3753	NP_671047.1
y3755	NP_671048.1
y3754	NP_671049.1
y3756	NP_671050.1
y3757	NP_671051.1
y3758	NP_671052.1
y3759	NP_671053.1
y3760	NP_671054.1
y3761	NP_671055.1
y3762	NP_671056.1
y3763	NP_671057.1
y3764	NP_671058.1
y3765	NP_671059.1
y3766	NP_671060.1
y3767	NP_671061.1
y3768	NP_671062.1
y3769	NP_671063.1
y3770	NP_671064.1
y3771	NP_671065.1
y3772	NP_671066.1
y3773	NP_671067.1
y3774	NP_671068.1
y3775	NP_671069.1
y3776	NP_671070.1
y3777	NP_671071.2
y3779	NP_671072.1
y3778	NP_671073.1
y3780	NP_671074.2
y3781	NP_671075.1
y3782	NP_671076.1
y3783	NP_671077.1
y3784	NP_671078.1
y3785	NP_671079.1
y3786	NP_671080.1
y3787	NP_671081.1
y3788	NP_671082.1
y3789	NP_671083.1
y3790	NP_671084.1
y3791	NP_671085.1
y3792	NP_671086.1
y3794	NP_671087.1
y3793	NP_671088.1
y3795	NP_671089.1
y3796	NP_671090.1
y3797	NP_671091.1
y3798	NP_671092.1
y3799	NP_671093.1
y3800	NP_671094.1
y3801	NP_671095.1
y3802	NP_671096.1
y3803	NP_671097.1
y3804	NP_671098.1
y3805	NP_671099.2
y3806	NP_671100.2
y3807	NP_671101.2
y3808	NP_671102.1
y3809	NP_671103.1
y3810	NP_671104.1
y3811	NP_671105.1
y3812	NP_671106.1
y3813	NP_671107.1
y3814	NP_671108.1
y3815	NP_671109.1
y3816	NP_671110.1
y3817	NP_671111.1
y3818	NP_671112.1
y3819	NP_671113.1
y3820	NP_671114.1
y3821	NP_671115.2
y3822	NP_671116.1
y3823	NP_671117.1
y3824	NP_671118.1
y3825	NP_671119.1
y3826	NP_671120.1
y3827	NP_671121.1
y3828	NP_671122.1
y3829	NP_671123.2
y3830	NP_671124.2
y3831	NP_671125.1
y3832	NP_671126.1
y3833	NP_671127.1
y3834	NP_671128.1
y3835	NP_671129.1
y3836	NP_671130.1
y3837	NP_671131.1
y3838	NP_671132.1
y3839	NP_671133.1
y3841	NP_671134.1
y3840	NP_671135.1
y3842	NP_671136.1
y3843	NP_671137.1
y3844	NP_671138.1
y3845	NP_671139.1
y3846	NP_671140.1
y3847	NP_671141.1
y3848	NP_671142.1
y3849	NP_671143.1
y3850	NP_671144.1
y3851	NP_671145.1
y3852	NP_671146.1
y3853	NP_671147.1
y3854	NP_671148.1
y3855	NP_671149.1
y3856	NP_671150.1
y3857	NP_671151.1
y3858	NP_671152.1
y3859	NP_671153.1
y3860	NP_671154.1
y3861	NP_671155.1
y3862	NP_671156.1
y3863	NP_671157.1
y3864	NP_671158.1
y3865	NP_671159.1
y3866	NP_671160.1
y3867	NP_671161.1
y3868	NP_671162.1
y3869	NP_671163.2
y3870	NP_671164.1
y3871	NP_671165.1
y3872	NP_671166.1
y3873	NP_671167.1
y3874	NP_671168.1
y3875	NP_671169.1
y3876	NP_671170.1
y3877	NP_671171.1
y3878	NP_671172.1
y3879	NP_671173.1
y3880	NP_671174.1
y3881	NP_671175.1
y3882	NP_671176.1
y3883	NP_671177.1
y3884	NP_671178.1
y3885	NP_671179.1
y3886	NP_671180.1
y3887	NP_671181.1
y3888	NP_671182.1
y3889	NP_671183.1
y3890	NP_671184.1
y3891	NP_671185.2
y3892	NP_671186.1
y3893	NP_671187.1
y3894	NP_671188.1
y3895	NP_671189.1
y3896	NP_671190.1
y3897	NP_671191.1
y3898	NP_671192.1
y3899	NP_671193.2
y3900	NP_671194.1
y3902	NP_671195.1
y3903	NP_671196.1
y3906	NP_671197.1
y3905	NP_671198.1
y3904	NP_671199.1
y3907	NP_671200.1
y3908	NP_671201.1
y3909	NP_671202.1
y3910	NP_671203.1
y3911	NP_671204.2
y3912	NP_671205.1
y3913	NP_671206.1
y3914	NP_671207.1
y3915	NP_671208.1
y3916	NP_671209.1
y3917	NP_671210.1
y3918	NP_671211.1
y3919	NP_671212.1
y3920	NP_671213.1
y3921	NP_671214.1
y3922	NP_671215.1
y3923	NP_671216.1
y3924	NP_671217.2
y3925	NP_671218.1
y3926	NP_671219.1
y3927	NP_671220.1
y3928	NP_671221.1
y3929	NP_671222.1
y3930	NP_671223.1
y3931	NP_671224.1
y3932	NP_671225.1
y3933	NP_671226.1
y3934	NP_671227.1
y3936	NP_671228.1
y3935	NP_671229.1
y3937	NP_671230.1
y3938	NP_671231.1
y3939	NP_671232.2
y3940	NP_671233.1
y3941	NP_671234.2
y3942	NP_671235.1
y3943	NP_671236.1
y3944	NP_671237.1
y3945	NP_671238.1
y3946	NP_671239.1
y3947	NP_671240.1
y3948	NP_671241.1
y3949	NP_671242.1
y3950	NP_671243.1
y3951	NP_671244.1
y3952	NP_671245.1
y3953	NP_671246.1
y3954	NP_671247.1
y3955	NP_671248.1
y3956	NP_671249.1
y3957	NP_671250.1
y3958	NP_671251.1
y3959	NP_671252.1
y3960	NP_671253.1
y3961	NP_671254.1
y3962	NP_671255.1
y3963	NP_671256.1
y3964	NP_671257.1
y3965	NP_671258.1
y3966	NP_671259.2
y3967	NP_671260.1
y3968	NP_671261.1
y3969	NP_671262.1
y3970	NP_671263.1
y3971	NP_671264.1
y3972	NP_671265.1
y3973	NP_671266.1
y3974	NP_671267.1
y3975	NP_671268.1
y3976	NP_671269.1
y3977	NP_671270.1
y3978	NP_671271.1
y3979	NP_671272.1
y3980	NP_671273.1
y3981	NP_671274.1
y3982	NP_671275.1
y3983	NP_671276.1
y3984	NP_671277.1
y3985	NP_671278.1
y3986	NP_671279.1
y3987	NP_671280.1
y3988	NP_671281.1
y3989	NP_671282.1
y3990	NP_671283.1
y3991	NP_671284.1
y3992	NP_671285.1
y3993	NP_671286.1
y_5050	YP_003856773.1
y3994	NP_671287.1
y3995	NP_671288.1
y3996	NP_671289.1
y3997	NP_671290.1
y3998	NP_671291.1
y3999	NP_671292.1
y4000	NP_671293.1
y4001	NP_671294.1
y4002	NP_671295.1
y4003	NP_671296.1
y4004	NP_671297.1
y4005	NP_671298.1
y4006	NP_671299.1
y4007	NP_671300.1
y4008	NP_671301.1
y4009	NP_671302.1
y4010	NP_671303.1
y4011	NP_671304.1
y4012	NP_671305.1
y4013	NP_671306.1
y4014	NP_671307.1
y4015	NP_671308.1
y4016	NP_671309.1
y4017	NP_671310.2
y4018	NP_671311.1
y4019	NP_671312.1
y4020	NP_671313.1
y4021	NP_671314.1
y4022	NP_671315.1
y4023	NP_671316.1
y4024	NP_671317.1
y4025	NP_671318.1
y4026	NP_671319.1
y4027	NP_671320.1
y4028	NP_671321.1
y4029	NP_671322.1
y4030	NP_671323.1
y4031	NP_671324.1
y4032	NP_671325.1
y4033	NP_671326.1
y4034	NP_671327.1
y4035	NP_671328.1
y4036	NP_671329.1
y4037	NP_671330.1
y4038	NP_671331.1
y4039	NP_671332.1
y4040	NP_671333.1
y4041	NP_671334.1
y4042	NP_671335.1
y4043	NP_671336.1
y4044	NP_671337.1
y4045	NP_671338.1
y4046	NP_671339.1
y4047	NP_671340.1
y4048	NP_671341.1
y4049	NP_671342.1
y4050	NP_671343.1
y4051	NP_671344.1
y4052	NP_671345.1
y4053	NP_671346.1
y4054	NP_671347.1
y4055	NP_671348.1
y4056	NP_671349.1
y4057	NP_671350.1
y4058	NP_671351.1
y4059	NP_671352.1
y4060	NP_671353.1
y4061	NP_671354.1
y4062	NP_671355.1
y4063	NP_671356.1
y4064	NP_671357.1
y4065	NP_671358.1
y4066	NP_671359.1
y4067	NP_671360.1
y4068	NP_671361.1
y4069	NP_671362.1
y4070	NP_671363.1
y4071	NP_671364.1
y4073	NP_671365.1
y4072	NP_671366.1
y4074	NP_671367.1
y4075	NP_671368.1
y4076	NP_671369.1
y4077	NP_671370.1
y4079	NP_671371.1
y4080	NP_671372.1
y4081	NP_671373.1
y4082	NP_671374.1
y4083	NP_671375.1
y4084	NP_671376.1
y4085	NP_671377.1
y4086	NP_671378.1
y4087	NP_671379.1
y4088	NP_671380.1
y4089	NP_671381.1
y4090	NP_671382.1
y4091	NP_671383.1
y4092	NP_671384.1
y4093	NP_671385.1
y4094	NP_671386.1
y4095	NP_671387.1
y4096	NP_671388.2
y4097	NP_671389.1
y4098	NP_671390.1
y4099	NP_671391.2
y4100	NP_671392.1
y4101	NP_671393.2
y4102	NP_671394.1
y4103	NP_671395.1
y4105	NP_671396.1
y4106	NP_671397.1
y4107	NP_671398.1
y4108	NP_671399.1
y4109	NP_671400.2
y4110	NP_671401.1
y4111	NP_671402.2
y4112	NP_671403.1
y4113	NP_671404.1
y4114	NP_671405.1
y4115	NP_671406.1
y4117	NP_671407.1
y4116	NP_671408.1
y4118	NP_671409.1
y4119	NP_671410.1
y4120	NP_671411.1
y4121	NP_671412.1
y4122	NP_671413.1
y4123	NP_671414.1
y4124	NP_671415.1
y4125	NP_671416.1
y4126	NP_671417.1
y4127	NP_671418.1
y4128	NP_671419.1
y4129	NP_671420.1
y4130	NP_671421.1
y4131	NP_671422.1
y4132	NP_671423.1
y4133	NP_671424.1
y4134	NP_671425.1
y4135	NP_671426.1
y4136	NP_671427.1
y4137	NP_671428.1
y4138	NP_671429.1
y4139	NP_671430.1
y4140	NP_671431.1
y4141	NP_671432.1
y4142	NP_671433.2
y4143	NP_671434.1
y4144	NP_671435.2
YKCD1p01	NP_857716.1
YKCD1p02	NP_857717.1
YKCD1p03	NP_857718.1
YKCD1p04	NP_857719.1
YKCD1p05	NP_857720.1
YKCD1p06	NP_857721.1
YKCD1p07	NP_857722.1
YKCD1p08	NP_857723.1
YKCD1p09	NP_857724.1
YKCD1p10	NP_857725.1
YKCD1p11	NP_857726.1
YKCD1p12	NP_857727.1
YKCD1p13	NP_857728.1
YKCD1p14	NP_857729.1
YKCD1p15	NP_857730.1
YKCD1p16	NP_857731.1
YKCD1p17	NP_857732.1
YKCD1p18	NP_857733.1
YKCD1p19	NP_857734.1
YKCD1p19.1	NP_954875.1
YKCD1p20	NP_857735.1
YKCD1p21	NP_857736.1
YKCD1p22	NP_857737.1
YKCD1p23	NP_857738.1
YKCD1p24	NP_857739.1
YKCD1p25	NP_857740.1
YKCD1p26	NP_857741.1
YKCD1p27	NP_857742.1
YKCD1p28	NP_857743.1
YKCD1p29	NP_857744.1
YKCD1p30	NP_857745.1
YKCD1p31	NP_857746.1
YKCD1p31.1	NP_857747.1
YKCD1p32	NP_857748.1
YKCD1p33	NP_857749.1
YKCD1p34	NP_857750.1
YKCD1p35	NP_857751.1
YKCD1p36	NP_857752.1
YKCD1p37	NP_857753.1
YKCD1p38	NP_857754.1
YKCD1p41	NP_857756.1
YKCD1p44	NP_954876.1
YKCD1p46	NP_954877.1
YKCD1p47	NP_954878.1
YKCD1p48	NP_857758.1
YKCD1p49	NP_857759.1
YKCD1p53	NP_954879.1
YKCD1p54	NP_857760.2
YKCD1p54.1	NP_857761.2
YKCD1p56	NP_954880.1
YKCD1p57	NP_954881.1
YKCD1p58	NP_954882.1
YKCD1p59	NP_857762.1
YKCD1p60	NP_857763.1
YKCD1p64	NP_857766.1
YKCD1p65	NP_954883.1
YKCD1p65.1	NP_857767.1
YKCD1p66	NP_954884.1
YKCD1p67	NP_954885.1
YKCD1p68	NP_857768.1
YKCD1p69	NP_857769.1
YKCD1p74	NP_857772.1
YKCD1p77	NP_857774.1
YKCD1p79	NP_857775.2
YKCD1p80	NP_954886.1
YKCD1p81	NP_857776.1
YKCD1p82	NP_857777.1
YKCD1p83	NP_857779.1
YPKMT001	NP_857638.1
YPKMT002	NP_857639.1
YPKMT003	NP_857640.2
YPKMT004	NP_857641.2
YPKMT005	NP_857642.1
YPKMT006	NP_857643.1
YPKMT007	NP_857644.2
YPKMT008	NP_857645.2
YPKMT009	NP_857646.1
YPKMT010	NP_857647.1
YPKMT011	NP_857648.1
YPKMT012	NP_857649.1
YPKMT013	NP_857650.1
YPKMT014	NP_857651.1
YPKMT015	NP_857652.2
YPKMT016	NP_857653.2
YPKMT017	NP_857654.1
YPKMT018	NP_857655.1
YPKMT019	NP_857656.1
YPKMT020	NP_857659.2
YPKMT021	NP_857660.2
YPKMT022	NP_857661.1
YPKMT023	NP_857662.1
YPKMT024	NP_857663.1
YPKMT025	NP_955489.1
YPKMT026	NP_857664.1
YPKMT027	NP_857665.1
YPKMT028	NP_857666.2
YPKMT029	NP_857667.2
YPKMT030	NP_857668.1
YPKMT031	NP_857669.2
YPKMT032	NP_857670.1
YPKMT033	NP_857671.1
YPKMT034	NP_955490.1
YPKMT035	NP_857672.1
YPKMT036	NP_857673.1
YPKMT037	NP_857674.1
YPKMT038	NP_857675.2
YPKMT039	NP_857676.2
YPKMT040	NP_955491.1
YPKMT041	NP_955492.1
YPKMT042	NP_955493.1
YPKMT043	NP_857677.2
YPKMT044	NP_857678.1
YPKMT045	NP_857679.1
YPKMT046	NP_857680.2
YPKMT047	NP_955494.1
YPKMT048	NP_955495.1
YPKMT049	NP_857681.2
YPKMT050	NP_857682.2
YPKMT051	NP_955496.1
YPKMT052	NP_857683.1
YPKMT053	NP_955497.1
YPKMT054	NP_857684.2
YPKMT055	NP_857685.1
YPKMT056	NP_857686.2
YPKMT057	NP_857687.1
YPKMT058	NP_857688.1
YPKMT059	NP_857689.2
YPKMT060	NP_857690.1
YPKMT061	NP_857691.2
YPKMT062	NP_955498.1
YPKMT063	NP_955499.1
YPKMT064	NP_955500.1
YPKMT065	NP_857692.1
YPKMT066	NP_857693.1
YPKMT067	NP_857694.1
YPKMT068	NP_857695.1
YPKMT069	NP_857696.1
YPKMT070	NP_857697.2
YPKMT071	NP_955514.1
YPKMT072	NP_955515.1
YPKMT073	NP_955501.1
YPKMT074	NP_857698.1
YPKMT075	NP_955502.1
YPKMT076	NP_857699.2
YPKMT077	NP_955503.1
YPKMT078	NP_857700.1
YPKMT079	NP_857701.1
YPKMT080	NP_857703.2
YPKMT081	NP_955504.1
YPKMT082	NP_857704.1
YPKMT083	NP_857705.2
YPKMT084	NP_857706.2
YPKMT085	NP_857707.2
YPKMT086	NP_955505.1
YPKMT087	NP_955506.1
YPKMT088	NP_955507.1
YPKMT089	NP_857708.1
YPKMT090	NP_857709.1
YPKMT091	NP_955508.1
YPKMT092	NP_955509.1
YPKMT093	NP_955510.1
YPKMT094	NP_955511.1
YPKMT095	NP_955512.1
YPKMT096	NP_857710.2
YPKMT097	NP_955513.1
YPKMT098	NP_857711.1
YPKMT099	NP_857712.1
YPKMT100	NP_857713.1
YPKMT101	NP_857714.1
YPKMT102	NP_857715.1
YPKp01	NP_857780.1
YPKp02	NP_857781.1
YPKp03	NP_951039.1
YPKp04	NP_857782.1
YPKp05	NP_857783.1
YPKp06	NP_951040.1
YPKp07	NP_857784.1
YPKp08	NP_951041.1
YPKp09	NP_951042.1
Y1119.1n	NP_857786.1
Y1002	NP_857787.1
Y1002.1N	NP_951043.1
Y1004	NP_857788.1
Y1005	NP_857789.1
Y1006	NP_857790.1
Y1007	NP_857791.1
Y1008	NP_857792.1
Y1009	NP_857793.1
Y1010	NP_857794.1
Y1011	NP_857795.1
Y1012.S	NP_857796.2
Y1013	NP_857797.1
Y1015	NP_857798.1
Y1016	NP_857799.1
Y1017	NP_857800.1
Y1018	NP_857801.1
Y1019.S	NP_857802.2
Y1020	NP_857803.1
Y1021	NP_857804.1
Y1022	NP_857805.1
Y1023	NP_857806.1
Y1024.S	NP_857807.2
Y1025.S	NP_857808.2
Y1026	NP_857809.1
Y1027	NP_857810.1
Y1028	NP_857811.1
Y1029	NP_857812.1
Y1030	NP_857813.1
Y1031	NP_857814.1
Y1032	NP_857815.1
Y1033	NP_857816.1
Y1034	NP_857817.1
Y1035	NP_857818.1
Y1036	NP_857819.1
Y1037	NP_857820.1
Y1038	NP_857821.1
Y1039	NP_857822.1
Y1040	NP_857823.1
Y1041	NP_857824.1
Y1042	NP_857825.1
Y1043	NP_857826.1
Y1044	NP_857827.1
Y1045	NP_857828.1
Y1046	NP_857829.1
Y1047.S	NP_857830.2
Y1048	NP_857831.1
Y1049	NP_857832.1
Y1050	NP_857833.1
Y1051	NP_857834.1
Y1053	NP_857836.1
Y1054	NP_857837.1
Y1055	NP_857838.1
Y1056	NP_857839.1
Y1057	NP_857840.1
Y1058	NP_857841.1
Y1059	NP_857842.1
Y1060	NP_857843.1
Y1061	NP_857844.1
Y1062	NP_857845.1
Y1063.S	NP_857846.2
Y1064	NP_857847.1
Y1066	NP_857849.1
Y1067	NP_857850.1
Y1068.S	NP_857851.2
Y1069	NP_857852.1
Y1070	NP_857853.1
Y1071.S	NP_857854.2
Y1072	NP_857855.1
Y1073	NP_857856.1
Y1074	NP_857857.1
Y1075	NP_857858.1
Y1076.S	NP_857859.2
Y1077	NP_857860.1
Y1078	NP_857861.1
Y1079	NP_857862.1
Y1080	NP_857863.1
Y1083	NP_857864.1
Y1084	NP_857865.1
Y1085	NP_857866.1
Y1086	NP_857867.1
Y1087.S	NP_857868.2
Y1088	NP_857869.1
Y1089	NP_857870.1
Y1090	NP_857871.1
Y1091	NP_857872.1
Y1092	NP_857873.1
Y1093	NP_857874.1
Y1094	NP_857875.1
Y1095	NP_857876.1
Y1096	NP_857877.1
Y1097	NP_857878.2
Y1098	NP_857879.2
Y1099	NP_857880.1
Y1100	NP_857881.1
Y1102	NP_857883.1
Y1103	NP_857884.1
Y1103.1N	NP_951044.1
Y1104	NP_857885.1
Y1105	NP_857886.1
Y1106	NP_857887.1
Y1107	NP_857888.1
Y1108	NP_857889.1
Y1109	NP_857890.1
Y1110.S	NP_857891.2
Y1111	NP_857892.1
Y1112	NP_857893.1
Y1113	NP_857894.1
Y1113.1N	NP_951045.1
Y1114	NP_857895.1
Y1115	NP_857896.1
Y1116	NP_857897.1
Y1117	NP_857898.1
Y1117.1N	NP_951046.1
Y1118	NP_857899.1
Y1119	NP_857785.1
Y0003	NP_857902.1
Y0004	NP_857903.1
Y0005	NP_857904.1
Y0008	NP_857906.1
Y0009	NP_857907.1
Y0010	NP_857908.1
Y0012	NP_857909.1
Y0013	NP_857910.1
Y0014.1N	NP_954508.1
Y0016	NP_857912.1
Y0017	NP_857913.1
Y0018	NP_857914.1
Y0019	NP_857915.1
Y0020	NP_857916.1
Y0021	NP_857917.1
Y0022	NP_857918.1
Y0023	NP_857919.1
Y0024	NP_857920.1
Y0025	NP_857921.1
Y0026	NP_857922.1
Y0027	NP_857923.1
Y0028	NP_857924.1
Y0029	NP_857925.1
Y0030	NP_857926.1
Y0032	NP_857928.1
Y0033.S	NP_857929.2
Y0034	NP_857930.1
Y0035	NP_857931.1
Y0036	NP_857932.1
Y0037	NP_857933.1
Y0038	NP_857934.1
Y0039	NP_857935.1
Y0040	NP_857936.1
Y0041	NP_857937.1
Y0042	NP_857938.1
Y0043	NP_857939.1
Y0044	NP_857940.1
Y0045	NP_857941.1
Y0046	NP_857942.1
Y0047	NP_857943.1
Y0048	NP_857944.1
Y0049	NP_857945.1
Y0050	NP_857946.1
Y0051	NP_857947.1
Y0052	NP_857948.1
Y0053	NP_857949.1
Y0059	NP_857953.1
Y0062	NP_857955.1
Y0063	NP_857956.1
Y0064	NP_857957.1
Y0065	NP_857958.1
Y0066	NP_857959.1
Y0070	NP_857961.1
Y0071	NP_857962.1
Y0072	NP_857963.1
Y0074.S	NP_857964.2
Y0075	NP_857965.1
Y0076	NP_857966.1
Y0077	NP_857967.1
Y0078	NP_857968.1
Y0078.2N	NP_954509.1
Y0082	NP_857969.1
Y0082.1N	NP_954510.1
Y0084	NP_857970.1
Y0085	NP_857971.1
Y0086	NP_857972.1
Y0087	NP_857973.1
Y0087.1N	NP_954511.1
